Category,CommonNames,Abundance,Order,ParkName
Mammal,Western Gray Squirrel,5,Rodentia,Pinnacles National Park
Mammal,"Beechey Ground Squirrel, California Ground Squirrel",5,Rodentia,Pinnacles National Park
Mammal,Merriam's Chipmunk,4,Rodentia,Pinnacles National Park
Mammal,"Ornate Shrew, Suisun Shrew",2,Soricomorpha,Pinnacles National Park
Mammal,Trowbridge's Shrew,5,Soricomorpha,Pinnacles National Park
Mammal,Broad-Footed Mole,2,Soricomorpha,Pinnacles National Park
Mammal,None,5,Artiodactyla,Redwood National Park
Mammal,None,5,Artiodactyla,Redwood National Park
Mammal,River Otter,4,Carnivora,Redwood National Park
Mammal,"Oxen, True Cattle",5,Artiodactyla,Redwood National Park
Mammal,"Domestic Goat, Goat, Goat (Feral)",5,Artiodactyla,Redwood National Park
Mammal,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",5,Artiodactyla,Redwood National Park
Mammal,"Deer, Red Deer, Wapiti",5,Artiodactyla,Redwood National Park
Mammal,None,5,Artiodactyla,Redwood National Park
Mammal,Roosevelt Elk,5,Artiodactyla,Redwood National Park
Mammal,Olympic Elk,5,Artiodactyla,Redwood National Park
Mammal,"Mule Deer, White-Tailed Deer",5,Artiodactyla,Redwood National Park
Mammal,Black-Tailed Deer,4,Artiodactyla,Redwood National Park
Mammal,None,5,Artiodactyla,Redwood National Park
Mammal,Feral Pig,5,Artiodactyla,Redwood National Park
Mammal,Coyote,2,Carnivora,Redwood National Park
Mammal,"Gray Wolf, Wolf",5,Carnivora,Redwood National Park
Mammal,Gray Fox,4,Carnivora,Redwood National Park
Mammal,Red Fox,2,Carnivora,Redwood National Park
Mammal,Domestic Cat,5,Carnivora,Redwood National Park
Mammal,Bobcat,4,Carnivora,Redwood National Park
Mammal,Cougar,2,Carnivora,Redwood National Park
Mammal,Striped Skunk,4,Carnivora,Redwood National Park
Mammal,Spotted Skunk,2,Carnivora,Redwood National Park
Mammal,Sea Otter,5,Carnivora,Redwood National Park
Mammal,Wolverine,5,Carnivora,Redwood National Park
Mammal,None,5,Carnivora,Redwood National Park
Mammal,None,2,Carnivora,Redwood National Park
Mammal,"Ermines, Ferrets, Minks, Weasels",5,Carnivora,Redwood National Park
Mammal,Ermine,2,Carnivora,Redwood National Park
Mammal,Longtail Weasel,2,Carnivora,Redwood National Park
Mammal,Mink,2,Carnivora,Redwood National Park
Mammal,"American Badger, Badger",5,Carnivora,Redwood National Park
Mammal,Northern Fur Seal,5,Carnivora,Redwood National Park
Mammal,Northern Sea Lion (Stellar),4,Carnivora,Redwood National Park
Mammal,California Sea Lions,5,Carnivora,Redwood National Park
Mammal,California Sea Lion,4,Carnivora,Redwood National Park
Mammal,None,5,Carnivora,Redwood National Park
Mammal,Elephant Seal,2,Carnivora,Redwood National Park
Mammal,"Hair Seals, Harbor Seals",5,Carnivora,Redwood National Park
Mammal,Harbor Seal,4,Carnivora,Redwood National Park
Mammal,Ringtail,2,Carnivora,Redwood National Park
Mammal,Raccoons,5,Carnivora,Redwood National Park
Mammal,Raccoon,4,Carnivora,Redwood National Park
Mammal,Bears,5,Carnivora,Redwood National Park
Mammal,None,5,Carnivora,Redwood National Park
Mammal,Black Bear,4,Carnivora,Redwood National Park
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Redwood National Park
Mammal,"Black Right Whale, Black Whale, Right Whale",5,Cetacea,Redwood National Park
Mammal,Minke Whale,5,Cetacea,Redwood National Park
Mammal,Sei Whale,5,Cetacea,Redwood National Park
Mammal,Blue Whale,5,Cetacea,Redwood National Park
Mammal,Fin Whale,5,Cetacea,Redwood National Park
Mammal,Humpback Whale,1,Cetacea,Redwood National Park
Mammal,Common Dolphin,2,Cetacea,Redwood National Park
Mammal,Short-Finned Pilot Whale,5,Cetacea,Redwood National Park
Mammal,Grampus,5,Cetacea,Redwood National Park
Mammal,Pacific White-Sided Dolphin,5,Cetacea,Redwood National Park
Mammal,Northern Right Whale Dolphin,5,Cetacea,Redwood National Park
Mammal,Killer Whale,5,Cetacea,Redwood National Park
Mammal,False Killer Whale,5,Cetacea,Redwood National Park
Mammal,Gray Whale,4,Cetacea,Redwood National Park
Mammal,North Pacific Bottlenose Whale (Baird's Beaked),5,Cetacea,Redwood National Park
Mammal,"Bering Sea Beaked Whale, Stejneger's Beaked Whale",5,Cetacea,Redwood National Park
Mammal,Goosebeak Whale,5,Cetacea,Redwood National Park
Mammal,Pygmy Sperm Whale,5,Cetacea,Redwood National Park
Mammal,Harbor Porpoise,4,Cetacea,Redwood National Park
Mammal,Dall Porpoise,5,Cetacea,Redwood National Park
Mammal,Sperm Whale,5,Cetacea,Redwood National Park
Mammal,Mexican Free-Tailed Bat,5,Chiroptera,Redwood National Park
Mammal,Pallid Bat,5,Chiroptera,Redwood National Park
Mammal,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",5,Chiroptera,Redwood National Park
Mammal,Big Brown Bat,5,Chiroptera,Redwood National Park
Mammal,Spotted Bat,5,Chiroptera,Redwood National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Redwood National Park
Mammal,"Eastern Red Bat, Eastern Red Bat, Red Bat",5,Chiroptera,Redwood National Park
Mammal,Hoary Bat,5,Chiroptera,Redwood National Park
Mammal,Mouse-Eared Bats,5,Chiroptera,Redwood National Park
Mammal,California Myotis,4,Chiroptera,Redwood National Park
Mammal,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",5,Chiroptera,Redwood National Park
Mammal,None,5,Chiroptera,Redwood National Park
Mammal,Long-Eared Myotis,5,Chiroptera,Redwood National Park
Mammal,Little Brown Myotis,5,Chiroptera,Redwood National Park
Mammal,Fringed Myotis,5,Chiroptera,Redwood National Park
Mammal,Long-Legged Myotis,5,Chiroptera,Redwood National Park
Mammal,Yuma Myotis,5,Chiroptera,Redwood National Park
Mammal,Western Pipistrelle,5,Chiroptera,Redwood National Park
Mammal,Virginia Opossum,4,Didelphimorphia,Redwood National Park
Mammal,Black-Tailed Hare,2,Lagomorpha,Redwood National Park
Mammal,Brush Rabbit,4,Lagomorpha,Redwood National Park
Mammal,Mountain Beaver,5,Rodentia,Redwood National Park
Mammal,Mountain Beaver,5,Rodentia,Redwood National Park
Mammal,Beaver,2,Rodentia,Redwood National Park
Mammal,Tree Voles,5,Rodentia,Redwood National Park
Mammal,White-Footed Vole,5,Rodentia,Redwood National Park
Mammal,Red Tree Vole (Sonoma),5,Rodentia,Redwood National Park
Mammal,Red-Backed Voles,5,Rodentia,Redwood National Park
Mammal,Western Red-Backed Vole,5,Rodentia,Redwood National Park
Mammal,"Meadow Mice, Meadow Voles",5,Rodentia,Redwood National Park
Mammal,California Vole,4,Rodentia,Redwood National Park
Mammal,Long-Tailed Vole,5,Rodentia,Redwood National Park
Mammal,Creeping Vole,5,Rodentia,Redwood National Park
Mammal,None,5,Rodentia,Redwood National Park
Mammal,Townsend's Vole,5,Rodentia,Redwood National Park
Mammal,Packrats,5,Rodentia,Redwood National Park
Mammal,Bushy-Tailed Woodrat,4,Rodentia,Redwood National Park
Mammal,Dusky-Footed Woodrat,4,Rodentia,Redwood National Park
Mammal,Muskrat,2,Rodentia,Redwood National Park
Mammal,"Deer Mice, White-Footed Mice",5,Rodentia,Redwood National Park
Mammal,"Brush Deermouse, Brush Mouse",5,Rodentia,Redwood National Park
Mammal,"California Deermouse, California Mouse",5,Rodentia,Redwood National Park
Mammal,Deer Mouse,4,Rodentia,Redwood National Park
Mammal,Pinyon Mouse,5,Rodentia,Redwood National Park
Mammal,None,5,Rodentia,Redwood National Park
Mammal,None,5,Rodentia,Redwood National Park
Mammal,"American Harvest Mice, Harvest Mice",5,Rodentia,Redwood National Park
Mammal,Western Harvest Mouse,2,Rodentia,Redwood National Park
Mammal,Pacific Jumping Mouse,5,Rodentia,Redwood National Park
Mammal,Porcupine,2,Rodentia,Redwood National Park
Mammal,"Smooth-Toothed Pocket Gophers, Western Pocket Gophers",5,Rodentia,Redwood National Park
Mammal,Botta's Pocket Gopher,4,Rodentia,Redwood National Park
Mammal,House Mouse,5,Rodentia,Redwood National Park
Mammal,Old World Rats,5,Rodentia,Redwood National Park
Mammal,Norway Rat,5,Rodentia,Redwood National Park
Mammal,Black Rat,5,Rodentia,Redwood National Park
Mammal,"Golden-Mantled Ground Squirrel, Golden-Mantled Squirrel, Sierra Nevada Golden-Mantled Ground Squirrel",5,Rodentia,Redwood National Park
Mammal,None,5,Rodentia,Redwood National Park
Mammal,Northern Flying Squirrel,4,Rodentia,Redwood National Park
Mammal,"Eastern Gray Squirrel, Gray Squirrel",5,Rodentia,Redwood National Park
Mammal,Western Gray Squirrel,2,Rodentia,Redwood National Park
Mammal,California Ground Squirrel,4,Rodentia,Redwood National Park
Mammal,None,5,Rodentia,Redwood National Park
Mammal,Golden-Mantled Ground Squirrel,5,Rodentia,Redwood National Park
Mammal,Chipmunks,5,Rodentia,Redwood National Park
Mammal,Allen's Chipmunk,5,Rodentia,Redwood National Park
Mammal,Siskiyou Chipmunk,5,Rodentia,Redwood National Park
Mammal,Sonoma Chipmunk,5,Rodentia,Redwood National Park
Mammal,Townsend's Chipmunk,5,Rodentia,Redwood National Park
Mammal,None,5,Rodentia,Redwood National Park
Mammal,Douglas' Squirrel,4,Rodentia,Redwood National Park
Mammal,Red-Toothed Shrews,5,Soricomorpha,Redwood National Park
Mammal,None,5,Soricomorpha,Redwood National Park
Mammal,Marsh Shrew,5,Soricomorpha,Redwood National Park
Mammal,Pacific Shrew,5,Soricomorpha,Redwood National Park
Mammal,"American Water Shrew, Northern Water Shrew, Water Shrew",5,Soricomorpha,Redwood National Park
Mammal,"Fog Shrew, Sonoma Shrew",5,Soricomorpha,Redwood National Park
Mammal,Trowbridge Shrew,5,Soricomorpha,Redwood National Park
Mammal,Vagrant Shrew,5,Soricomorpha,Redwood National Park
Mammal,None,5,Soricomorpha,Redwood National Park
Mammal,Shrew-Mole,5,Soricomorpha,Redwood National Park
Mammal,Western Moles,5,Soricomorpha,Redwood National Park
Mammal,Broad-Footed Mole,5,Soricomorpha,Redwood National Park
Mammal,Coast Mole,5,Soricomorpha,Redwood National Park
Mammal,None,5,Soricomorpha,Redwood National Park
Mammal,Townsend Mole,5,Soricomorpha,Redwood National Park
Mammal,Pronghorn Antelope,5,Artiodactyla,Rocky Mountain National Park
Mammal,American Bison,5,Artiodactyla,Rocky Mountain National Park
Mammal,"Aurochs, Aurochs, Domestic Cattle (Feral), Domesticated Cattle",5,Artiodactyla,Rocky Mountain National Park
Mammal,Mountain Goat,5,Artiodactyla,Rocky Mountain National Park
Mammal,Bighorn Sheep,4,Artiodactyla,Rocky Mountain National Park
Mammal,Moose,2,Artiodactyla,Rocky Mountain National Park
Mammal,"Wapiti, Or American Elk",5,Artiodactyla,Rocky Mountain National Park
Mammal,Mule Deer,4,Artiodactyla,Rocky Mountain National Park
Mammal,White-Tailed Deer,5,Artiodactyla,Rocky Mountain National Park
Mammal,Coyote,4,Carnivora,Rocky Mountain National Park
Mammal,Gray Wolf,5,Carnivora,Rocky Mountain National Park
Mammal,Gray Fox,5,Carnivora,Rocky Mountain National Park
Mammal,Red Fox,4,Carnivora,Rocky Mountain National Park
Mammal,Lynx,1,Carnivora,Rocky Mountain National Park
Mammal,Bobcat,4,Carnivora,Rocky Mountain National Park
Mammal,Mountain Lion,5,Carnivora,Rocky Mountain National Park
Mammal,Striped Skunk,5,Carnivora,Rocky Mountain National Park
Mammal,Western Spotted Skunk,5,Carnivora,Rocky Mountain National Park
Mammal,Wolverine,5,Carnivora,Rocky Mountain National Park
Mammal,River Otter,2,Carnivora,Rocky Mountain National Park
Mammal,Marten,2,Carnivora,Rocky Mountain National Park
Mammal,Ermine,2,Carnivora,Rocky Mountain National Park
Mammal,Long-Tailed Weasel,4,Carnivora,Rocky Mountain National Park
Mammal,Mink,1,Carnivora,Rocky Mountain National Park
Mammal,Badger,2,Carnivora,Rocky Mountain National Park
Mammal,Ringtail,5,Carnivora,Rocky Mountain National Park
Mammal,Raccoon,5,Carnivora,Rocky Mountain National Park
Mammal,Black Bear,4,Carnivora,Rocky Mountain National Park
Mammal,Grizzly Bear,5,Carnivora,Rocky Mountain National Park
Mammal,Brazilian Free-Tailed Bat,5,Chiroptera,Rocky Mountain National Park
Mammal,Big Brown Bat,5,Chiroptera,Rocky Mountain National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Rocky Mountain National Park
Mammal,Hoary Bat,5,Chiroptera,Rocky Mountain National Park
Mammal,Western Small-Footed Myotis,5,Chiroptera,Rocky Mountain National Park
Mammal,Long-Eared Myotis,5,Chiroptera,Rocky Mountain National Park
Mammal,Little Brown Bat,5,Chiroptera,Rocky Mountain National Park
Mammal,Long-Legged Myotis,5,Chiroptera,Rocky Mountain National Park
Mammal,Townsend's Big-Eared Bat,5,Chiroptera,Rocky Mountain National Park
Mammal,Snowshoe Hare,5,Lagomorpha,Rocky Mountain National Park
Mammal,White-Tailed Jackrabbit,1,Lagomorpha,Rocky Mountain National Park
Mammal,Eastern Cottontail,5,Lagomorpha,Rocky Mountain National Park
Mammal,Nuttall's Cottontail,2,Lagomorpha,Rocky Mountain National Park
Mammal,Pika,4,Lagomorpha,Rocky Mountain National Park
Mammal,Beaver,2,Rodentia,Rocky Mountain National Park
Mammal,Southern Red-Backed Vole,5,Rodentia,Rocky Mountain National Park
Mammal,Sagebrush Vole,5,Rodentia,Rocky Mountain National Park
Mammal,"Meadow Mice, Meadow Voles",5,Rodentia,Rocky Mountain National Park
Mammal,Long-Tailed Vole,5,Rodentia,Rocky Mountain National Park
Mammal,Montane Vole,4,Rodentia,Rocky Mountain National Park
Mammal,Bushy-Tailed Woodrat,2,Rodentia,Rocky Mountain National Park
Mammal,Mexican Woodrat,5,Rodentia,Rocky Mountain National Park
Mammal,Muskrat,2,Rodentia,Rocky Mountain National Park
Mammal,Deer Mouse,5,Rodentia,Rocky Mountain National Park
Mammal,Rock Mouse,5,Rodentia,Rocky Mountain National Park
Mammal,Heather Vole,5,Rodentia,Rocky Mountain National Park
Mammal,Western Jumping Mouse,4,Rodentia,Rocky Mountain National Park
Mammal,Porcupine,2,Rodentia,Rocky Mountain National Park
Mammal,Northern Pocket Gopher,4,Rodentia,Rocky Mountain National Park
Mammal,Yellow-Bellied Marmot,4,Rodentia,Rocky Mountain National Park
Mammal,Abert's Squirrel,2,Rodentia,Rocky Mountain National Park
Mammal,Fox Squirrel,1,Rodentia,Rocky Mountain National Park
Mammal,Wyoming Ground Squirrel,4,Rodentia,Rocky Mountain National Park
Mammal,Golden-Mantled Ground Squirrel,4,Rodentia,Rocky Mountain National Park
Mammal,Rock Squirrel,5,Rodentia,Rocky Mountain National Park
Mammal,Least Chipmunk,4,Rodentia,Rocky Mountain National Park
Mammal,Colorado Chipmunk,5,Rodentia,Rocky Mountain National Park
Mammal,Uinta Chipmunk,4,Rodentia,Rocky Mountain National Park
Mammal,"Chickaree, Pine Squirrel",4,Rodentia,Rocky Mountain National Park
Mammal,Masked Shrew,5,Soricomorpha,Rocky Mountain National Park
Mammal,Pygmy Shrew,5,Soricomorpha,Rocky Mountain National Park
Mammal,Merriam's Shrew,5,Soricomorpha,Rocky Mountain National Park
Mammal,Montane Shrew,5,Soricomorpha,Rocky Mountain National Park
Mammal,Dwarf Shrew,1,Soricomorpha,Rocky Mountain National Park
Mammal,Water Shrew,5,Soricomorpha,Rocky Mountain National Park
Mammal,Desert Pallid Bat,5,Chiroptera,Saguaro National Park
Mammal,Pallid Lump-Nose Bat,5,Chiroptera,Saguaro National Park
Mammal,Domestic Cattle,5,Artiodactyla,Saguaro National Park
Mammal,Bighorn Sheep,5,Artiodactyla,Saguaro National Park
Mammal,Unknown Deer,5,Artiodactyla,Saguaro National Park
Mammal,Mule Deer,5,Artiodactyla,Saguaro National Park
Mammal,White-Tailed Deer,5,Artiodactyla,Saguaro National Park
Mammal,Collared Peccary,5,Artiodactyla,Saguaro National Park
Mammal,Feral Dog,5,Carnivora,Saguaro National Park
Mammal,Coyote,5,Carnivora,Saguaro National Park
Mammal,Common Gray Fox,5,Carnivora,Saguaro National Park
Mammal,Kit Fox,5,Carnivora,Saguaro National Park
Mammal,"Wild Cat, Wildcat",5,Carnivora,Saguaro National Park
Mammal,Bobcat,5,Carnivora,Saguaro National Park
Mammal,"Cougar, Mountain Lion, Puma",5,Carnivora,Saguaro National Park
Mammal,White-Backed Hog-Nosed Skunk,5,Carnivora,Saguaro National Park
Mammal,Unknown Skunk,5,Carnivora,Saguaro National Park
Mammal,Hooded Skunk,5,Carnivora,Saguaro National Park
Mammal,Striped Skunk,5,Carnivora,Saguaro National Park
Mammal,"Eastern Spotted Skunk, Spotted Skunk",5,Carnivora,Saguaro National Park
Mammal,American Badgers,5,Carnivora,Saguaro National Park
Mammal,"American Badger, Badger",5,Carnivora,Saguaro National Park
Mammal,Ringtail,5,Carnivora,Saguaro National Park
Mammal,White-Nosed Coati,5,Carnivora,Saguaro National Park
Mammal,"Coati, South American Coati",5,Carnivora,Saguaro National Park
Mammal,"Common Raccoon, Northern Raccoon, Raccoon",5,Carnivora,Saguaro National Park
Mammal,American Black Bear,5,Carnivora,Saguaro National Park
Mammal,Pocketed Free-Tailed Bat,5,Chiroptera,Saguaro National Park
Mammal,Big Free-Tailed Bat,5,Chiroptera,Saguaro National Park
Mammal,"Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",5,Chiroptera,Saguaro National Park
Mammal,"Long-Tongued Bat, Mexican Long-Tongued Bat",5,Chiroptera,Saguaro National Park
Mammal,"Lesser Long-Nosed, Lesser Long-Nosed Bat",5,Chiroptera,Saguaro National Park
Mammal,Big Long-Nosed Bat,5,Chiroptera,Saguaro National Park
Mammal,"Lesser Long-Nosed Bat, Lesser Long-Nosed Bat, Mexican Long-Nosed Bat",5,Chiroptera,Saguaro National Park
Mammal,California Leaf-Nosed Bat,5,Chiroptera,Saguaro National Park
Mammal,Pallid Bat,5,Chiroptera,Saguaro National Park
Mammal,Big Brown Bat,5,Chiroptera,Saguaro National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Saguaro National Park
Mammal,Western Red Bat,5,Chiroptera,Saguaro National Park
Mammal,Hoary Bat,5,Chiroptera,Saguaro National Park
Mammal,Myotis Bat,5,Chiroptera,Saguaro National Park
Mammal,Southwestern Myotis,5,Chiroptera,Saguaro National Park
Mammal,"California Myotis, Californis Myotis",5,Chiroptera,Saguaro National Park
Mammal,Long-Eared Myotis,5,Chiroptera,Saguaro National Park
Mammal,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis, Eastern Small-Footed Myotis, Small-Footed Myotis",5,Chiroptera,Saguaro National Park
Mammal,Little Brown Bat,5,Chiroptera,Saguaro National Park
Mammal,Fringed Myotis,5,Chiroptera,Saguaro National Park
Mammal,Cave Myotis,5,Chiroptera,Saguaro National Park
Mammal,Long-Legged Myotis,5,Chiroptera,Saguaro National Park
Mammal,Yuma Myotis,5,Chiroptera,Saguaro National Park
Mammal,Western Pipistrelle,5,Chiroptera,Saguaro National Park
Mammal,Rafinesque's Big-Eared Bat,5,Chiroptera,Saguaro National Park
Mammal,Townsend's Big-Eared Bat,5,Chiroptera,Saguaro National Park
Mammal,Jack Rabbit,5,Lagomorpha,Saguaro National Park
Mammal,Antelope Jackrabbit,5,Lagomorpha,Saguaro National Park
Mammal,Black-Tailed Jackrabbit,5,Lagomorpha,Saguaro National Park
Mammal,"Cottontails, Unknown Cottontail",5,Lagomorpha,Saguaro National Park
Mammal,Desert Cottontail,5,Lagomorpha,Saguaro National Park
Mammal,American Beaver,5,Rodentia,Saguaro National Park
Mammal,"Unknown Woodrat, Woodrat",5,Rodentia,Saguaro National Park
Mammal,"Western White-Throated Woodrat, White-Throated Woodrat",5,Rodentia,Saguaro National Park
Mammal,Mexican Woodrat,5,Rodentia,Saguaro National Park
Mammal,Grasshopper Mouse,5,Rodentia,Saguaro National Park
Mammal,Southern Grasshopper Mouse,5,Rodentia,Saguaro National Park
Mammal,"Deer Mouse, Unknown White-Footed Mouse",5,Rodentia,Saguaro National Park
Mammal,Brush Mouse,5,Rodentia,Saguaro National Park
Mammal,Cactus Mouse,5,Rodentia,Saguaro National Park
Mammal,"White-Footed Deermouse, White-Footed Mouse",5,Rodentia,Saguaro National Park
Mammal,Deer Mouse,5,Rodentia,Saguaro National Park
Mammal,"Merriam's Deermouse, Merriam's Mouse, Mesquite Mouse",5,Rodentia,Saguaro National Park
Mammal,Fulvous Harvest Mouse,5,Rodentia,Saguaro National Park
Mammal,Western Harvest Mouse,5,Rodentia,Saguaro National Park
Mammal,Cotton Rats,5,Rodentia,Saguaro National Park
Mammal,Arizona Cotton Rat,5,Rodentia,Saguaro National Park
Mammal,Arizona Cotton Rat,5,Rodentia,Saguaro National Park
Mammal,Hispid Cotton Rat,5,Rodentia,Saguaro National Park
Mammal,Yellow-Nosed Cotton Rat,5,Rodentia,Saguaro National Park
Mammal,"Common Porcupine, Porcupine",5,Rodentia,Saguaro National Park
Mammal,Unknown Pocket Gopher,5,Rodentia,Saguaro National Park
Mammal,Botta's Pocket Gopher,5,Rodentia,Saguaro National Park
Mammal,Pocket Gopher,5,Rodentia,Saguaro National Park
Mammal,Pocket Mouse Species,5,Rodentia,Saguaro National Park
Mammal,Bailey's Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,Hispid Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,Rock Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,Sonoran Desert Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,"Kangaroo Rats, Unknown Kangaroo Rat",5,Rodentia,Saguaro National Park
Mammal,Merriam's Kangaroo Rat,5,Rodentia,Saguaro National Park
Mammal,Ord's Kangaroo Rat,5,Rodentia,Saguaro National Park
Mammal,Banner-Tailed Kangaroo Rat,5,Rodentia,Saguaro National Park
Mammal,Silky Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,Arizona Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,Silky Pocket Mouse,5,Rodentia,Saguaro National Park
Mammal,"Harris Antelope Squirrel, Harris' Antelope Squirrel",5,Rodentia,Saguaro National Park
Mammal,Abert's Squirrel,5,Rodentia,Saguaro National Park
Mammal,Arizona Gray Squirrel,5,Rodentia,Saguaro National Park
Mammal,Unknown Squirrel,5,Rodentia,Saguaro National Park
Mammal,Round-Tailed Ground Squirrel,5,Rodentia,Saguaro National Park
Mammal,Rock Squirrel,5,Rodentia,Saguaro National Park
Mammal,Cliff Chipmunk,5,Rodentia,Saguaro National Park
Mammal,Unknown Desert Shrew,5,Soricomorpha,Saguaro National Park
Mammal,"Crawford's Gray Shrew, Desert Shrew, Gray Shrew",5,Soricomorpha,Saguaro National Park
Mammal,Domestic Cow,1,Artiodactyla,Sequoia and Kings Canyon National Parks
Mammal,Domestic Goat,5,Artiodactyla,Sequoia and Kings Canyon National Parks
Mammal,"Bighorn Sheep, Bighorn Sheep",1,Artiodactyla,Sequoia and Kings Canyon National Parks
Mammal,"Mule Deer, Mule Deer",4,Artiodactyla,Sequoia and Kings Canyon National Parks
Mammal,Domestic Pig,1,Artiodactyla,Sequoia and Kings Canyon National Parks
Mammal,Coyote,2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Gray Wolf, Wolf",5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Common Gray Fox, Gray Fox",2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Red Fox,5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Domestic Cat,5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Bobcat,2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Cougar, Mountain Lion, Puma",2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Striped Skunk,1,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Eastern Spotted Skunk, Spotted Skunk",2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Wolverine,5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Common Otter, North American River Otter, Northern River Otter, River Otter",5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"American Marten, Marten",2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Fisher,1,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Ermine,2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Long-Tailed Weasel,2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"American Mink, Mink",5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"American Badger, Badger",1,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Ringtail,2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Common Raccoon, Northern Raccoon, Raccoon",2,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"American Black Bear, Black Bear",4,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Sequoia and Kings Canyon National Parks
Mammal,Western Mastiff Bat,2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Brazilian Free-Tailed Bat, Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",5,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Pallid Bat, Pallid Bat",2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Big Brown Bat, Big Brown Bat",5,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Spotted Bat, Spotted Bat",2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Silver-Haired Bat, Silver-Haired Bat",1,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Red Bat, Western Red Bat, Western Red Bat",2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Hoary Bat, Hoary Bat",4,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,California Myotis,4,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,Western Small-Footed Myotis,1,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Long-Eared Myotis, Long-Eared Myotis",2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,Little Brown Myotis,2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Fringed Myotis, Fringed Myotis",2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Long-Legged Myotis, Long-Legged Myotis",2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,"Yuma Myotis, Yuma Myotis",4,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,Western Pipistrelle,2,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,Townsend's Big-Eared Bat,1,Chiroptera,Sequoia and Kings Canyon National Parks
Mammal,Virginia Opossum,1,Didelphimorphia,Sequoia and Kings Canyon National Parks
Mammal,Snowshoe Hare,5,Lagomorpha,Sequoia and Kings Canyon National Parks
Mammal,Black-Tailed Hare,5,Lagomorpha,Sequoia and Kings Canyon National Parks
Mammal,White-Tailed Hare,2,Lagomorpha,Sequoia and Kings Canyon National Parks
Mammal,Desert Cottontail,5,Lagomorpha,Sequoia and Kings Canyon National Parks
Mammal,Brush Rabbit,2,Lagomorpha,Sequoia and Kings Canyon National Parks
Mammal,"American Pika, Pika",4,Lagomorpha,Sequoia and Kings Canyon National Parks
Mammal,"Mountain Beaver, Sewellel",2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,American Beaver,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Amargosa Vole, California Vole",2,Rodentia,Sequoia and Kings Canyon National Parks
