Category,CommonNames,Abundance,Order,ParkName
Mammal,None,2,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,"Pronghorn, Pronghorn",5,Artiodactyla,Lassen Volcanic National Park
Mammal,"American Bison, American Bison, Bison",5,Artiodactyla,Lassen Volcanic National Park
Mammal,"Aurochs, Aurochs, Domestic Cattle (Feral), Domesticated Cattle",5,Artiodactyla,Lassen Volcanic National Park
Mammal,"Bighorn Sheep, Bighorn Sheep",5,Artiodactyla,Lassen Volcanic National Park
Mammal,"Elk, Red Deer (See Comments), Wapiti, Wapiti Or Elk",5,Artiodactyla,Lassen Volcanic National Park
Mammal,"Mule Deer, White-Tailed Deer",5,Artiodactyla,Lassen Volcanic National Park
Mammal,"Mule Deer, Mule Deer",4,Artiodactyla,Lassen Volcanic National Park
Mammal,None,2,Carnivora,Lassen Volcanic National Park
Mammal,"Gray Wolf, Wolf",5,Carnivora,Lassen Volcanic National Park
Mammal,"Common Gray Fox, Gray Fox",1,Carnivora,Lassen Volcanic National Park
Mammal,None,1,Carnivora,Lassen Volcanic National Park
Mammal,Bobcat,1,Carnivora,Lassen Volcanic National Park
Mammal,"Cougar, Mountain Lion, Puma",1,Carnivora,Lassen Volcanic National Park
Mammal,Striped Skunk,5,Carnivora,Lassen Volcanic National Park
Mammal,Spotted Skunk,5,Carnivora,Lassen Volcanic National Park
Mammal,Wolverine,5,Carnivora,Lassen Volcanic National Park
Mammal,None,2,Carnivora,Lassen Volcanic National Park
Mammal,Fisher,5,Carnivora,Lassen Volcanic National Park
Mammal,None,1,Carnivora,Lassen Volcanic National Park
Mammal,Long-Tailed Weasel,1,Carnivora,Lassen Volcanic National Park
Mammal,"American Mink, Mink",5,Carnivora,Lassen Volcanic National Park
Mammal,None,1,Carnivora,Lassen Volcanic National Park
Mammal,Ringtail,5,Carnivora,Lassen Volcanic National Park
Mammal,"Common Raccoon, Northern Raccoon, Raccoon",5,Carnivora,Lassen Volcanic National Park
Mammal,Bears,5,Carnivora,Lassen Volcanic National Park
Mammal,Black Bear,2,Carnivora,Lassen Volcanic National Park
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Lassen Volcanic National Park
Mammal,Big Brown Bat,2,Chiroptera,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,"Silver-Haired Bat, Silver-Haired Bat",2,Chiroptera,Lassen Volcanic National Park
Mammal,"Hoary Bat, Hoary Bat",2,Chiroptera,Lassen Volcanic National Park
Mammal,California Myotis,5,Chiroptera,Lassen Volcanic National Park
Mammal,"Long-Eared Myotis, Long-Eared Myotis",4,Chiroptera,Lassen Volcanic National Park
Mammal,Little Brown Myotis Bat,4,Chiroptera,Lassen Volcanic National Park
Mammal,"Fringed Myotis, Fringed Myotis",1,Chiroptera,Lassen Volcanic National Park
Mammal,Long-Legged Myotis Bat,4,Chiroptera,Lassen Volcanic National Park
Mammal,"Yuma Myotis, Yuma Myotis",4,Chiroptera,Lassen Volcanic National Park
Mammal,Townsend's Big-Eared Bat,5,Chiroptera,Lassen Volcanic National Park
Mammal,Virginia Opossum,5,Didelphimorphia,Lassen Volcanic National Park
Mammal,Snowshoe Hare,2,Lagomorpha,Lassen Volcanic National Park
Mammal,"Black-Tailed Jack Rabbit, Black-Tailed Jackrabbit",5,Lagomorpha,Lassen Volcanic National Park
Mammal,None,5,Lagomorpha,Lassen Volcanic National Park
Mammal,"Mountain Cottontail, Nuttall's Cottontail",5,Lagomorpha,Lassen Volcanic National Park
Mammal,None,2,Lagomorpha,Lassen Volcanic National Park
Mammal,None,5,Rodentia,Lassen Volcanic National Park
Mammal,American Beaver,2,Rodentia,Lassen Volcanic National Park
Mammal,Western Red-Backed Vole,5,Rodentia,Lassen Volcanic National Park
Mammal,Southern Red-Backed Vole,5,Rodentia,Lassen Volcanic National Park
Mammal,"Meadow Mice, Meadow Voles",5,Rodentia,Lassen Volcanic National Park
Mammal,"Amargosa Vole, California Vole",5,Rodentia,Lassen Volcanic National Park
Mammal,"Coronation Island Vole, Long-Tailed Vole",5,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,Montane Vole,5,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,None,1,Rodentia,Lassen Volcanic National Park
Mammal,"Common Muskrat, Muskbeaver, Muskrat",1,Rodentia,Lassen Volcanic National Park
Mammal,"Deer Mice, White-Footed Mice",5,Rodentia,Lassen Volcanic National Park
Mammal,"Brush Deermouse, Brush Mouse",5,Rodentia,Lassen Volcanic National Park
Mammal,None,5,Rodentia,Lassen Volcanic National Park
Mammal,"Heather Vole, Western Heather Vole",5,Rodentia,Lassen Volcanic National Park
Mammal,Western Harvest Mouse,5,Rodentia,Lassen Volcanic National Park
Mammal,Jumping Mice,5,Rodentia,Lassen Volcanic National Park
Mammal,None,2,Rodentia,Lassen Volcanic National Park
Mammal,"Smooth-Toothed Pocket Gophers, Western Pocket Gophers",5,Rodentia,Lassen Volcanic National Park
Mammal,Mountain Pocket Gopher,4,Rodentia,Lassen Volcanic National Park
Mammal,California Pocket Mouse,5,Rodentia,Lassen Volcanic National Park
Mammal,California Kangaroo Rat,5,Rodentia,Lassen Volcanic National Park
Mammal,None,5,Rodentia,Lassen Volcanic National Park
Mammal,Northern Flying Squirrel,5,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,Yellow-Bellied Marmot,2,Rodentia,Lassen Volcanic National Park
Mammal,Western Gray Squirrel,2,Rodentia,Lassen Volcanic National Park
Mammal,California Ground Squirrel,2,Rodentia,Lassen Volcanic National Park
Mammal,Long-Eared Chipmunk,5,Rodentia,Lassen Volcanic National Park
Mammal,Townsend's Chipmunk,5,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,Townsend's Chipmunk,5,Rodentia,Lassen Volcanic National Park
Mammal,None,4,Rodentia,Lassen Volcanic National Park
Mammal,Red-Toothed Shrews,5,Soricomorpha,Lassen Volcanic National Park
Mammal,Merriam's Shrew,5,Soricomorpha,Lassen Volcanic National Park
Mammal,"Dusky Shrew, Montane Shrew",5,Soricomorpha,Lassen Volcanic National Park
Mammal,None,2,Soricomorpha,Lassen Volcanic National Park
Mammal,"Malheur Shrew, Preble's Shrew",2,Soricomorpha,Lassen Volcanic National Park
Mammal,"Great Basin Dwarf Shrew, Inyo Shrew",2,Soricomorpha,Lassen Volcanic National Park
Mammal,None,4,Soricomorpha,Lassen Volcanic National Park
Mammal,None,4,Soricomorpha,Lassen Volcanic National Park
Mammal,None,5,Soricomorpha,Lassen Volcanic National Park
Mammal,None,1,Soricomorpha,Lassen Volcanic National Park
Mammal,White-Tailed Deer,5,Artiodactyla,Mammoth Cave National Park
Mammal,Domestic Dog,2,Carnivora,Mammoth Cave National Park
Mammal,Coyote,4,Carnivora,Mammoth Cave National Park
Mammal,Gray Fox,5,Carnivora,Mammoth Cave National Park
Mammal,Red Fox,5,Carnivora,Mammoth Cave National Park
Mammal,Domestic Cat,1,Carnivora,Mammoth Cave National Park
Mammal,Bobcat,1,Carnivora,Mammoth Cave National Park
Mammal,Striped Skunk,4,Carnivora,Mammoth Cave National Park
Mammal,Eastern Spotted Skunk,5,Carnivora,Mammoth Cave National Park
Mammal,River Otter,1,Carnivora,Mammoth Cave National Park
Mammal,Long-Tailed Weasel,5,Carnivora,Mammoth Cave National Park
Mammal,Mink,1,Carnivora,Mammoth Cave National Park
Mammal,Raccoon,4,Carnivora,Mammoth Cave National Park
Mammal,Brazilian Free-Tailed Bat,5,Chiroptera,Mammoth Cave National Park
Mammal,Rafinesque's Big-Eared Bat,2,Chiroptera,Mammoth Cave National Park
Mammal,Big Brown Bat,4,Chiroptera,Mammoth Cave National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Mammoth Cave National Park
Mammal,Eastern Red Bat,4,Chiroptera,Mammoth Cave National Park
Mammal,Hoary Bat,5,Chiroptera,Mammoth Cave National Park
Mammal,Seminole Bat,5,Chiroptera,Mammoth Cave National Park
Mammal,Southeastern Bat,5,Chiroptera,Mammoth Cave National Park
Mammal,Western Long-Eared Bat,5,Chiroptera,Mammoth Cave National Park
Mammal,Gray Bat,2,Chiroptera,Mammoth Cave National Park
Mammal,Eastern Small-Footed Bat,1,Chiroptera,Mammoth Cave National Park
Mammal,Little Brown Bat,2,Chiroptera,Mammoth Cave National Park
Mammal,Northern Bat,4,Chiroptera,Mammoth Cave National Park
Mammal,Indiana Bat,2,Chiroptera,Mammoth Cave National Park
Mammal,Evening Bat,1,Chiroptera,Mammoth Cave National Park
Mammal,Tri-Colored Bat,4,Chiroptera,Mammoth Cave National Park
Mammal,Virginia Opossum,4,Didelphimorphia,Mammoth Cave National Park
Mammal,Eastern Cottontail,4,Lagomorpha,Mammoth Cave National Park
Mammal,American Beaver,2,Rodentia,Mammoth Cave National Park
Mammal,Prairie Vole,2,Rodentia,Mammoth Cave National Park
Mammal,Meadow Vole,5,Rodentia,Mammoth Cave National Park
Mammal,Woodland Vole,2,Rodentia,Mammoth Cave National Park
Mammal,Allegheny Woodrat,2,Rodentia,Mammoth Cave National Park
Mammal,Golden Mouse,5,Rodentia,Mammoth Cave National Park
Mammal,Muskrat,2,Rodentia,Mammoth Cave National Park
Mammal,White-Footed Mouse,4,Rodentia,Mammoth Cave National Park
Mammal,Deer Mouse,5,Rodentia,Mammoth Cave National Park
Mammal,Eastern Harvest Mouse,1,Rodentia,Mammoth Cave National Park
Mammal,Southern Bog Lemming,5,Rodentia,Mammoth Cave National Park
Mammal,Meadow Jumping Mouse,5,Rodentia,Mammoth Cave National Park
Mammal,House Mouse,5,Rodentia,Mammoth Cave National Park
Mammal,Norway Rat,5,Rodentia,Mammoth Cave National Park
Mammal,Southern Flying Squirrel,2,Rodentia,Mammoth Cave National Park
Mammal,Woodchuck,4,Rodentia,Mammoth Cave National Park
Mammal,Eastern Gray Squirrel,4,Rodentia,Mammoth Cave National Park
Mammal,Eastern Fox Squirrel,1,Rodentia,Mammoth Cave National Park
Mammal,Eastern Chipmunk,2,Rodentia,Mammoth Cave National Park
Mammal,Northern Short-Tailed Shrew,4,Soricomorpha,Mammoth Cave National Park
Mammal,Least Shrew,1,Soricomorpha,Mammoth Cave National Park
Mammal,Smoky Shrew,2,Soricomorpha,Mammoth Cave National Park
Mammal,Pygmy Shrew,2,Soricomorpha,Mammoth Cave National Park
Mammal,Southeastern Shrew,2,Soricomorpha,Mammoth Cave National Park
Mammal,Eastern Mole,2,Soricomorpha,Mammoth Cave National Park
Mammal,"Pronghorn, Pronghorn",5,Artiodactyla,Mesa Verde National Park
Mammal,"Bighorn Sheep, Bighorn Sheep",5,Artiodactyla,Mesa Verde National Park
Mammal,"Eurasian Elk, Moose",5,Artiodactyla,Mesa Verde National Park
Mammal,"Elk, Red Deer (See Comments), Wapiti, Wapiti Or Elk",4,Artiodactyla,Mesa Verde National Park
Mammal,"Mule Deer, Mule Deer",4,Artiodactyla,Mesa Verde National Park
Mammal,Coyote,4,Carnivora,Mesa Verde National Park
Mammal,"Gray Wolf, Wolf",5,Carnivora,Mesa Verde National Park
Mammal,"Common Gray Fox, Gray Fox",4,Carnivora,Mesa Verde National Park
Mammal,Kit Fox,5,Carnivora,Mesa Verde National Park
Mammal,Red Fox,2,Carnivora,Mesa Verde National Park
Mammal,"Canada Lynx, Canadian Lynx, Lynx",5,Carnivora,Mesa Verde National Park
Mammal,Bobcat,4,Carnivora,Mesa Verde National Park
Mammal,"Cougar, Mountain Lion, Puma",4,Carnivora,Mesa Verde National Park
Mammal,Striped Skunk,2,Carnivora,Mesa Verde National Park
Mammal,Western Spotted Skunk,2,Carnivora,Mesa Verde National Park
Mammal,Wolverine,5,Carnivora,Mesa Verde National Park
Mammal,"American Marten, American Pine Marten",5,Carnivora,Mesa Verde National Park
Mammal,Ermine,5,Carnivora,Mesa Verde National Park
Mammal,Long-Tailed Weasel,2,Carnivora,Mesa Verde National Park
Mammal,Black-Footed Ferret,5,Carnivora,Mesa Verde National Park
Mammal,"American Mink, Mink",1,Carnivora,Mesa Verde National Park
Mammal,"American Badger, Badger",1,Carnivora,Mesa Verde National Park
Mammal,Ringtail,4,Carnivora,Mesa Verde National Park
Mammal,"Common Raccoon, Northern Raccoon, Raccoon",4,Carnivora,Mesa Verde National Park
Mammal,"American Black Bear, Black Bear",4,Carnivora,Mesa Verde National Park
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Mesa Verde National Park
Mammal,"Big Free-Tailed Bat, Big Free-Tailed Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Brazilian Free-Tailed Bat, Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Pallid Bat, Pallid Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Big Brown Bat, Big Brown Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Spotted Bat, Spotted Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Allen's Big-Eared Bat, Allen's Big-Eared Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Silver-Haired Bat, Silver-Haired Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"Hoary Bat, Hoary Bat",5,Chiroptera,Mesa Verde National Park
Mammal,"California Myotis, California Myotis, Californian Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,"Long-Eared Myotis, Long-Eared Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,"Fringed Myotis, Fringed Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,"Long-Legged Myotis, Long-Legged Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,"Yuma Myotis, Yuma Myotis",5,Chiroptera,Mesa Verde National Park
Mammal,Western Pipistrelle,5,Chiroptera,Mesa Verde National Park
